Time,Latitude (Deg),Longitude (Deg),Altitude (m),Heart Rate (bpm),Speed (km/h),Vibrations
2019-09-20T22:47:09Z,-27.482227,153.02535,0,131,16.24,
2019-09-20T22:47:11Z,-27.482155,153.025307,-1,131,15.42,
2019-09-20T22:47:13Z,-27.482079,153.025307,-1,131,17.41,
2019-09-20T22:47:15Z,-27.482025,153.025376,-1,131,18.969999,
2019-09-20T22:47:17Z,-27.481987,153.025471,-1,130,17.389999,
2019-09-20T22:47:19Z,-27.481948,153.025567,-1,129,14.02,
2019-09-20T22:47:21Z,-27.48191,153.025648,0,128,17.58,
2019-09-20T22:47:23Z,-27.481874,153.025719,0,128,14.18,
2019-09-20T22:47:25Z,-27.481834,153.025806,0,128,15.04,
2019-09-20T22:47:27Z,-27.481796,153.025879,0,128,15.03,
2019-09-20T22:47:29Z,-27.481759,153.025951,0,129,14.43,
2019-09-20T22:47:31Z,-27.481712,153.026016,1,129,13.5,
2019-09-20T22:47:33Z,-27.481657,153.026067,1,129,11.56,
2019-09-20T22:47:35Z,-27.4816,153.026099,1,127,12.42,
2019-09-20T22:47:37Z,-27.481557,153.026138,1,127,14.54,
2019-09-20T22:47:39Z,-27.481514,153.026192,1,126,15.71,
2019-09-20T22:47:41Z,-27.481466,153.026257,2,126,16.15,
2019-09-20T22:47:43Z,-27.481415,153.026325,2,126,16.49,
2019-09-20T22:47:45Z,-27.481359,153.026391,3,126,17.35,
2019-09-20T22:47:47Z,-27.481295,153.026452,3,129,17.09,
2019-09-20T22:47:49Z,-27.481226,153.026511,3,132,16.549999,
2019-09-20T22:47:51Z,-27.481156,153.026566,3,135,16.18,
2019-09-20T22:47:53Z,-27.481088,153.026618,3,135,16.059999,
2019-09-20T22:47:55Z,-27.481019,153.026673,4,135,16.73,
2019-09-20T22:47:57Z,-27.480954,153.026723,4,135,17.700001,
2019-09-20T22:47:59Z,-27.480844,153.026802,4,140,18.790001,
2019-09-20T22:48:01Z,-27.480808,153.026831,4,139,19.9,
2019-09-20T22:48:03Z,-27.480731,153.026895,4,140,21,
2019-09-20T22:48:05Z,-27.480644,153.026956,3,140,21.4,
2019-09-20T22:48:07Z,-27.480556,153.027019,3,140,24.52,
2019-09-20T22:48:09Z,-27.480461,153.027085,3,140,25.459999,
2019-09-20T22:48:11Z,-27.480332,153.027166,2,140,27.280001,
2019-09-20T22:48:13Z,-27.48022,153.027245,2,140,27.77,
2019-09-20T22:48:15Z,-27.480107,153.027334,2,140,28.68,
2019-09-20T22:48:17Z,-27.480005,153.027442,2,140,29.700001,
2019-09-20T22:48:19Z,-27.479908,153.027575,2,141,28.959999,
2019-09-20T22:48:21Z,-27.479814,153.027701,1,144,29.940001,
2019-09-20T22:48:23Z,-27.479717,153.027823,1,145,30.549999,
2019-09-20T22:48:25Z,-27.479619,153.027954,-1,145,34.490002,
2019-09-20T22:48:27Z,-27.47952,153.028101,-1,144,30.27,
2019-09-20T22:48:29Z,-27.479407,153.028247,-1,144,31.139999,
2019-09-20T22:48:31Z,-27.479313,153.02837,-2,143,28.43,
2019-09-20T22:48:33Z,-27.479214,153.028492,-2,143,26.639999,
2019-09-20T22:48:35Z,-27.479096,153.028576,-3,143,22.049999,
2019-09-20T22:48:37Z,-27.478979,153.028628,-3,146,16.950001,
2019-09-20T22:48:39Z,-27.478904,153.028694,-3,147,18.35,
2019-09-20T22:48:41Z,-27.478894,153.028773,-4,144,20.5,
2019-09-20T22:48:43Z,-27.478898,153.02888,-4,144,17.68,
2019-09-20T22:48:45Z,-27.478925,153.028989,-4,145,21.33,
2019-09-20T22:48:47Z,-27.478992,153.029058,-4,144,22.57,
2019-09-20T22:48:49Z,-27.479095,153.029118,-4,144,20.58,
2019-09-20T22:48:51Z,-27.479205,153.029196,-5,144,21.25,
2019-09-20T22:48:53Z,-27.47927,153.029261,-5,144,18.58,
2019-09-20T22:48:55Z,-27.479348,153.02934,-5,144,14.05,
2019-09-20T22:48:57Z,-27.479391,153.02942,-5,144,16.950001,
2019-09-20T22:48:59Z,-27.479398,153.029501,-5,144,19.34,
2019-09-20T22:49:01Z,-27.479389,153.029596,-5,144,20.370001,
2019-09-20T22:49:03Z,-27.479373,153.029707,-5,144,19.780001,
2019-09-20T22:49:05Z,-27.479348,153.029817,-6,144,19.17,
2019-09-20T22:49:07Z,-27.479309,153.029915,-6,144,17.559999,
2019-09-20T22:49:09Z,-27.47926,153.030007,-6,146,17.43,
2019-09-20T22:49:11Z,-27.479223,153.030096,-5,146,19.889999,
2019-09-20T22:49:13Z,-27.479184,153.030192,-5,140,16.98,
2019-09-20T22:49:15Z,-27.479133,153.030285,-5,138,14.72,
2019-09-20T22:49:17Z,-27.479083,153.030356,-5,138,15.26,
2019-09-20T22:49:19Z,-27.479031,153.030418,-5,138,15.83,
2019-09-20T22:49:21Z,-27.478971,153.030472,-5,135,18,
2019-09-20T22:49:23Z,-27.478902,153.030517,-5,135,17.450001,
2019-09-20T22:49:25Z,-27.478823,153.030569,-5,136,16.83,
2019-09-20T22:49:27Z,-27.478749,153.030614,-5,136,16.959999,
2019-09-20T22:49:29Z,-27.478677,153.030664,-5,134,15.6,
2019-09-20T22:49:31Z,-27.478606,153.03071,-4,132,16.959999,
2019-09-20T22:49:33Z,-27.478535,153.030754,-4,131,16.280001,
2019-09-20T22:49:35Z,-27.478464,153.030798,-4,131,18.950001,
2019-09-20T22:49:37Z,-27.47839,153.030847,-4,134,19.139999,
2019-09-20T22:49:39Z,-27.478308,153.030901,-4,132,18.610001,
2019-09-20T22:49:41Z,-27.478224,153.030952,-4,131,16.639999,
2019-09-20T22:49:43Z,-27.478145,153.031003,-4,128,16.34,
2019-09-20T22:49:45Z,-27.478075,153.031047,-3,127,18.26,
2019-09-20T22:49:47Z,-27.477998,153.031086,-3,127,16.02,
2019-09-20T22:49:49Z,-27.477915,153.031123,-3,126,17.27,
2019-09-20T22:49:51Z,-27.477845,153.03116,-4,126,18.91,
2019-09-20T22:49:53Z,-27.47776,153.031194,-4,126,17.540001,
2019-09-20T22:49:55Z,-27.47767,153.031215,-4,126,20.59,
2019-09-20T22:49:57Z,-27.477581,153.031241,-4,127,20.969999,
2019-09-20T22:49:59Z,-27.47748,153.03128,-4,127,23.01,
2019-09-20T22:50:01Z,-27.477371,153.031317,-4,127,23.200001,
2019-09-20T22:50:03Z,-27.477245,153.03136,-4,127,22.02,
2019-09-20T22:50:05Z,-27.477136,153.031387,-4,127,22.389999,
2019-09-20T22:50:07Z,-27.477032,153.031411,-4,128,21.530001,
2019-09-20T22:50:09Z,-27.476921,153.031429,-4,128,19.48,
2019-09-20T22:50:11Z,-27.47683,153.03144,-4,128,23.690001,
2019-09-20T22:50:13Z,-27.476731,153.031442,-4,128,23.84,
2019-09-20T22:50:15Z,-27.476589,153.031451,-4,128,22.26,
2019-09-20T22:50:17Z,-27.476473,153.031458,-4,128,21.23,
2019-09-20T22:50:19Z,-27.476364,153.031458,-4,128,22.459999,
2019-09-20T22:50:21Z,-27.476273,153.031454,-4,128,22.93,
2019-09-20T22:50:23Z,-27.476145,153.031436,-4,128,21.76,
2019-09-20T22:50:25Z,-27.476032,153.031424,-4,128,20.07,
2019-09-20T22:50:27Z,-27.475926,153.03141,-4,128,20.870001,
2019-09-20T22:50:29Z,-27.475843,153.031393,-4,128,18.26,
2019-09-20T22:50:31Z,-27.475748,153.031372,-4,127,18.969999,
2019-09-20T22:50:33Z,-27.475656,153.031363,-4,127,19.610001,
2019-09-20T22:50:35Z,-27.475561,153.031351,-4,130,19.370001,
2019-09-20T22:50:37Z,-27.475465,153.031336,-4,130,21.059999,
2019-09-20T22:50:39Z,-27.475364,153.031314,-4,130,20.34,
2019-09-20T22:50:41Z,-27.475257,153.031294,-4,130,20.370001,
2019-09-20T22:50:43Z,-27.475161,153.031279,-4,130,20.629999,
2019-09-20T22:50:45Z,-27.475061,153.031263,-4,126,22.92,
2019-09-20T22:50:47Z,-27.474958,153.031244,-4,126,19.700001,
2019-09-20T22:50:49Z,-27.474829,153.031217,-4,125,16.32,
2019-09-20T22:50:51Z,-27.474751,153.031194,-4,125,15.4,
2019-09-20T22:50:53Z,-27.474693,153.031146,-4,128,19.870001,
2019-09-20T22:50:55Z,-27.47465,153.031067,-5,128,25.01,
2019-09-20T22:50:57Z,-27.474607,153.030957,-5,129,24.950001,
2019-09-20T22:50:59Z,-27.474559,153.030796,-5,129,22.540001,
2019-09-20T22:51:01Z,-27.474523,153.030668,-5,126,19.709999,
2019-09-20T22:51:03Z,-27.474488,153.030547,-5,126,16.870001,
2019-09-20T22:51:05Z,-27.474467,153.030464,-5,129,16.4,
2019-09-20T22:51:07Z,-27.474446,153.03038,-5,133,15.75,
2019-09-20T22:51:09Z,-27.474429,153.030291,-5,140,17.379999,
2019-09-20T22:51:11Z,-27.474418,153.030199,-5,139,19.059999,
2019-09-20T22:51:13Z,-27.474397,153.030099,-5,139,16.690001,
2019-09-20T22:51:15Z,-27.474367,153.030003,-5,140,18.82,
2019-09-20T22:51:17Z,-27.474331,153.029918,-5,141,18.629999,
2019-09-20T22:51:19Z,-27.474282,153.029826,-5,141,18.27,
2019-09-20T22:51:21Z,-27.474237,153.02974,-6,142,18.26,
2019-09-20T22:51:23Z,-27.474192,153.029653,-6,143,21.23,
2019-09-20T22:51:25Z,-27.474134,153.029565,-6,143,22.18,
2019-09-20T22:51:27Z,-27.474066,153.029468,-6,143,22.16,
2019-09-20T22:51:29Z,-27.473968,153.02937,-6,144,19.65,
2019-09-20T22:51:31Z,-27.473875,153.029307,-7,145,18.4,
2019-09-20T22:51:33Z,-27.473807,153.029267,-7,145,16.799999,
2019-09-20T22:51:35Z,-27.473724,153.029227,-7,145,17.049999,
2019-09-20T22:51:37Z,-27.473645,153.029211,-7,146,17.49,
2019-09-20T22:51:39Z,-27.473566,153.029246,-7,149,19.450001,
2019-09-20T22:51:41Z,-27.473495,153.029302,-7,150,21.16,
2019-09-20T22:51:43Z,-27.473423,153.02938,-7,150,20.870001,
2019-09-20T22:51:45Z,-27.473345,153.02946,-7,150,19.18,
2019-09-20T22:51:47Z,-27.473266,153.029528,-7,144,18.02,
2019-09-20T22:51:49Z,-27.473195,153.029599,-7,142,18.219999,
2019-09-20T22:51:51Z,-27.473135,153.029672,-7,142,17.27,
2019-09-20T22:51:53Z,-27.473075,153.029749,-7,137,15.44,
2019-09-20T22:51:55Z,-27.473012,153.029815,-7,135,13.59,
2019-09-20T22:51:57Z,-27.472958,153.02987,-7,135,14.96,
2019-09-20T22:51:59Z,-27.472915,153.02993,-7,135,15.47,
2019-09-20T22:52:01Z,-27.47287,153.029999,-6,133,17.5,
2019-09-20T22:52:03Z,-27.472848,153.030087,-6,132,19.82,
2019-09-20T22:52:05Z,-27.47284,153.030187,-6,132,18.09,
2019-09-20T22:52:07Z,-27.47282,153.030296,-6,131,16.309999,
2019-09-20T22:52:09Z,-27.472794,153.030389,-6,130,15.86,
2019-09-20T22:52:11Z,-27.472765,153.030475,-6,130,15.12,
2019-09-20T22:52:13Z,-27.47272,153.030544,-6,130,16.809999,
2019-09-20T22:52:15Z,-27.472651,153.030586,-6,130,18.52,
2019-09-20T22:52:17Z,-27.472572,153.030623,-6,129,16.99,
2019-09-20T22:52:19Z,-27.472485,153.030655,-6,129,13.37,
2019-09-20T22:52:21Z,-27.472405,153.030669,-6,129,7.12,
2019-09-20T22:52:23Z,-27.472348,153.030679,-6,129,7.82,
2019-09-20T22:52:25Z,-27.472333,153.03069,-6,131,11.13,
2019-09-20T22:52:27Z,-27.472307,153.030723,-6,132,13.83,
2019-09-20T22:52:29Z,-27.47225,153.030775,-6,132,16.610001,
2019-09-20T22:52:31Z,-27.472182,153.030814,-7,136,19.200001,
2019-09-20T22:52:33Z,-27.472126,153.030883,-7,137,19.700001,
2019-09-20T22:52:35Z,-27.472083,153.030985,-7,137,18.25,
2019-09-20T22:52:37Z,-27.472025,153.031073,-7,138,19.200001,
2019-09-20T22:52:39Z,-27.47194,153.031108,-7,136,18.620001,
2019-09-20T22:52:41Z,-27.471843,153.031098,-7,136,17.99,
2019-09-20T22:52:43Z,-27.471754,153.031075,-7,136,19.51,
2019-09-20T22:52:45Z,-27.471668,153.031053,-7,136,20.190001,
2019-09-20T22:52:47Z,-27.471569,153.031032,-7,136,19.02,
2019-09-20T22:52:49Z,-27.47147,153.031026,-7,138,18.6,
2019-09-20T22:52:51Z,-27.471376,153.031013,-7,137,19.639999,
2019-09-20T22:52:53Z,-27.47129,153.030981,-7,137,19.41,
2019-09-20T22:52:55Z,-27.471195,153.030952,-7,134,18.83,
2019-09-20T22:52:57Z,-27.471102,153.030928,-7,134,19.280001,
2019-09-20T22:52:59Z,-27.471013,153.030905,-7,134,19.49,
2019-09-20T22:53:01Z,-27.470918,153.03088,-7,133,18.68,
2019-09-20T22:53:03Z,-27.470823,153.03087,-7,135,16.200001,
2019-09-20T22:53:05Z,-27.470728,153.030862,-7,132,10.46,
2019-09-20T22:53:07Z,-27.470661,153.030873,-7,128,9.29,
2019-09-20T22:53:09Z,-27.470628,153.030896,-7,128,9.29,
2019-09-20T22:53:11Z,,,-7,127,9.29,
2019-09-20T22:53:13Z,,,-7,127,0,
2019-09-20T22:53:15Z,,,-7,127,0,
2019-09-20T22:53:17Z,-27.470519,153.030912,-7,127,0,
2019-09-20T22:53:19Z,-27.470519,153.030912,-7,127,17.889999,
2019-09-20T22:53:21Z,-27.470227,153.030956,-7,127,16.040001,
2019-09-20T22:53:23Z,-27.470112,153.030963,-7,127,16.33,
2019-09-20T22:53:25Z,-27.470025,153.030939,-7,127,18.52,
2019-09-20T22:53:27Z,-27.469939,153.030922,-7,127,18.43,
2019-09-20T22:53:29Z,-27.469847,153.030905,-7,127,16.68,
2019-09-20T22:53:31Z,-27.469757,153.03089,-7,127,15.98,
2019-09-20T22:53:33Z,-27.469677,153.030886,-7,127,16.1,
2019-09-20T22:53:35Z,-27.469602,153.030908,-7,128,19.6,
2019-09-20T22:53:37Z,-27.469526,153.030939,-7,128,19.92,
2019-09-20T22:53:39Z,-27.469374,153.030917,-7,128,16.17,
2019-09-20T22:53:41Z,-27.46934,153.030893,-7,128,18.27,
2019-09-20T22:53:43Z,-27.469274,153.030884,-7,128,15.24,
2019-09-20T22:53:45Z,-27.469191,153.030932,-7,128,11.81,
2019-09-20T22:53:47Z,-27.469124,153.030938,-7,128,11.05,
2019-09-20T22:53:49Z,-27.469079,153.030898,-7,131,11.92,
2019-09-20T22:53:51Z,-27.469048,153.030849,-8,130,12.59,
2019-09-20T22:53:53Z,-27.469014,153.030795,-8,130,14.2,
2019-09-20T22:53:55Z,-27.468958,153.030754,-7,129,15.59,
2019-09-20T22:53:57Z,-27.468887,153.030731,-7,129,14.7,
2019-09-20T22:53:59Z,-27.468813,153.030717,-7,130,14.7,
2019-09-20T22:54:01Z,,,-7,130,0,
2019-09-20T22:54:03Z,,,-7,130,0,
2019-09-20T22:54:05Z,,,-7,129,0,
2019-09-20T22:54:07Z,,,-7,129,0,
2019-09-20T22:54:09Z,-27.46871,153.030744,-7,132,0,
2019-09-20T22:54:11Z,-27.468455,153.030805,-7,133,11.97,
2019-09-20T22:54:13Z,-27.468257,153.030843,-7,134,8.64,
2019-09-20T22:54:15Z,-27.46818,153.030849,-6,135,7.22,
2019-09-20T22:54:17Z,-27.468174,153.030837,-6,138,11.03,
2019-09-20T22:54:19Z,-27.468201,153.030814,-6,138,9.57,
2019-09-20T22:54:21Z,-27.468257,153.030772,-6,141,6.52,
2019-09-20T22:54:23Z,-27.468281,153.030744,-6,145,8.78,
2019-09-20T22:54:25Z,-27.468271,153.030732,-5,147,11.13,
2019-09-20T22:54:27Z,-27.468229,153.030729,-5,146,11.2,
2019-09-20T22:54:29Z,-27.46816,153.030734,-5,147,10.67,
2019-09-20T22:54:31Z,-27.468098,153.030737,-5,148,0,
2019-09-20T22:54:33Z,-27.468066,153.030736,-5,150,0,
2019-09-20T22:54:35Z,-27.468065,153.030738,-5,149,11.71,
2019-09-20T22:54:37Z,-27.468074,153.030726,-5,149,18.200001,
2019-09-20T22:54:39Z,-27.468122,153.030644,-5,148,12.46,
2019-09-20T22:54:41Z,-27.468178,153.030567,-4,149,0,
2019-09-20T22:54:43Z,-27.468214,153.030534,-4,149,7.71,
2019-09-20T22:54:45Z,-27.468224,153.030527,-4,150,12.21,
2019-09-20T22:54:47Z,-27.468241,153.030485,-4,150,15.43,
2019-09-20T22:54:49Z,-27.468266,153.030392,-4,150,13.75,
2019-09-20T22:54:51Z,-27.46826,153.030303,-4,150,10.33,
2019-09-20T22:54:53Z,-27.468232,153.030246,-4,150,10.68,
2019-09-20T22:54:55Z,-27.468198,153.030231,-4,148,11.67,
2019-09-20T22:54:57Z,-27.468151,153.030198,-4,147,13.99,
2019-09-20T22:54:59Z,-27.468093,153.030148,-4,148,16.469999,
2019-09-20T22:55:01Z,-27.468035,153.030087,-4,148,22.790001,
2019-09-20T22:55:03Z,-27.467991,153.029998,-4,143,14.59,
2019-09-20T22:55:05Z,-27.46795,153.029871,-4,138,10.73,
2019-09-20T22:55:07Z,-27.467914,153.02983,-4,138,13.58,
2019-09-20T22:55:09Z,-27.467879,153.029802,-4,139,12.33,
2019-09-20T22:55:11Z,-27.46782,153.02973,-4,140,5.22,
2019-09-20T22:55:13Z,-27.467797,153.02968,-4,141,0,
2019-09-20T22:55:15Z,-27.467799,153.029668,-4,135,2.31,
2019-09-20T22:55:17Z,-27.467806,153.029668,-4,134,0,
2019-09-20T22:55:19Z,,,-4,134,0,
2019-09-20T22:55:21Z,,,-4,134,0,
2019-09-20T22:55:23Z,,,-4,131,0,
2019-09-20T22:55:25Z,,,-4,130,0,
2019-09-20T22:55:27Z,,,-4,130,0,
2019-09-20T22:55:29Z,,,-4,128,0,
2019-09-20T22:55:31Z,,,-4,128,0,
2019-09-20T22:55:33Z,,,-4,130,0,
2019-09-20T22:55:35Z,,,-4,128,0,
2019-09-20T22:55:37Z,,,-4,128,0,
2019-09-20T22:55:39Z,-27.467818,153.029671,-4,128,0,
2019-09-20T22:55:41Z,-27.467818,153.029671,-3,130,3.79,
2019-09-20T22:55:43Z,-27.467823,153.029666,-3,128,7.18,
2019-09-20T22:55:45Z,-27.46782,153.029649,-3,128,9.97,
